Name,Food,Street,Phone,Rating
Pearl Harbourfront Chinese,chinese,"Queens Quay West, Toronto",+1 860-895-9758,3.5
Freshii,salad,"Queen St, Toronto",+1 783-672-3269,2.2
Pie Bar,pizza,"Queens Quay West, Toronto",+1 945-543-4439,4.4
Unknown,chinese,"Bay St, Toronto",+1 905-159-9754,4.7
Dumpling Restaurant,chinese,"Sheppard Avenue East, Toronto",+1 837-718-7482,3.9
Scarborough Buffet,buffet,"Yonge St, Toronto",+1 990-671-8671,2.7
Gibbos,indian,"King St, Toronto",+1 627-330-8780,4.4
Lika Restaurant,grill,"Bloor St, Toronto",+1 653-622-2731,4.2
Morocco House,moroccan,"King St, Toronto",+1 735-164-1248,2.3
Mister Tasty's Restaurant,Steak,"Yonge St, Toronto",+1 892-852-5395,1.7
Double Sushi,sushi,"Yonge St, Toronto",+1 692-392-7428,4.4
The Dirty Bird,waffle;chicken;sandwich,"Kensington Avenue, Toronto",+1 993-363-4639,3.3
Gonoe Sushi,sushi,"Yonge St, Toronto",+1 619-432-5251,2.3
Island Foods West Indian Cuisine,indian,"Yonge St, Toronto",+1 885-787-2682,4
Freshii,salad,"King St, Toronto",+1 995-920-5663,4.1
Mardi Gras Restaurant Banquet Hall,Pasta,"Queen St, Toronto",+1 648-706-7656,3
Eggsmart,breakfast,"Yonge St, Toronto",+1 897-161-8395,2.6
swirlcrêpe,Falafel,"Dundas St, Toronto",+1 960-799-7903,4.4
Diyijia,Pasta,"Queen St, Toronto",+1 620-649-2898,4.9
BarChef,Sushi,"Queen Street West, Toronto",+1 871-391-1017,2
Carlotta Bar,Burger,"King St, Toronto",+1 926-167-1059,4.5
Pho Pasteur,vietnamese,"Queen St, Toronto",+1 640-824-1154,4.7
Santa Marta,Sushi,"Dundas Street West, Toronto",+1 996-361-8209,2.4
Panagio's,breakfast,"Queen St, Toronto",+1 679-476-3329,3.3
New Da Fu Seafood Cuisine,chinese,"College St, Toronto",+1 815-534-8439,2.6
Hakka Legend,chinese,"Spadina Ave, Toronto",+1 732-225-5629,4.2
Spring 'N Fresh Rolls,vietnamese;thai,"Yonge St, Toronto",+1 860-106-2980,2.3
Solarium,american;burger;fish_and_chips,"Rexdale Boulevard, Etobicoke",+1 793-544-1333,1.5
Niji Sushi,sushi,"Bloor St, Toronto",+1 759-176-3501,3.6
Khmer Thai,thai,"St. Clair Avenue West, Toronto",+1 760-825-4890,2.4
Lechon Republik,Burger,"College St, Toronto",+1 988-506-1543,4.4
Unknown,Steak,"Yonge St, Toronto",+1 800-701-9880,1.4
Si Lom Thai Bistro,thai,"Church Street, Toronto",+1 898-547-7781,2.7
Vagabondo Restobar,italian,"Front Street West, Toronto",+1 874-579-6685,1.6
Freshii,salad,"Bay St, Toronto",+1 734-909-7323,4.7
Midland Pizza & Wings,pizza,"Bloor St, Toronto",+1 774-606-5255,3.5
La Cubana,cuban,"Roncesvalles Avenue, Toronto",+1 739-700-8258,1.7
Kitchen on 6th,Sushi,"Sixth Street, Etobicoke",+1 622-271-5617,3.3
Rocco's Plum Tomato,italian,"The Queensway, Etobicoke",+1 880-804-5188,3.3
U-Know Sushi,sushi,"The Queensway, Etobicoke",+1 682-208-8886,3.3
Carlton Burger Palace,burger,"Dundas St, Toronto",+1 936-907-1983,3.1
Eggsmart,breakfast,"Spadina Ave, Toronto",+1 813-255-6661,4.1
P&M Restaurant,Sushi,"Yonge St, Toronto",+1 617-321-4095,4.7
Leziz Kitchen,Ramen,"King St, Toronto",+1 961-167-3226,2.3
St. Louis Bar & Grill,chicken,"Town Centre Court, Scarborough",+1 668-998-2983,1.6
Me Va Me,Ramen,"King St, Toronto",+1 941-691-2248,4
Shot House Bar & Grill,Ramen,"Bloor St, Toronto",+1 661-197-8755,1.6
Zakkushi on Carlton,japanese,"Carlton Street, Toronto",+1 642-391-9660,1.1
Sweet Mahal,indian,"Dundas St, Toronto",+1 671-266-2508,3.4
Al-Meezan's Spicy Grill,BBQ,"Queen St, Toronto",+1 656-183-4831,3.7
McNies Fish & Chips,Pizza,"Burnhamthorpe Road, Toronto",+1 830-470-8093,3
Good Luck Hakka Indian Style Chinese Food,hakka,"Queen St, Toronto",+1 668-610-4129,1.9
Eggsmart,breakfast,"Rodda Boulevard, Toronto",+1 776-692-3567,3.6
Fiamma Ristorante,Tacos,"Queen St, Toronto",+1 790-512-7618,2.1
Prince Japanese Steak House,Sushi,"College St, Toronto",+1 997-180-3732,4.7
Twin Fish,thai,"Bloor St, Toronto",+1 733-855-6125,1.9
The Wokker,chinese,"Yonge St, Toronto",+1 839-312-4665,1.7
Madras Masala,indian;south_indian,"Bloor Street West, Toronto",+1 672-320-2873,3.8
Gabby's,Sushi,"Queen Street East, Toronto",+1 667-515-9650,5
BBQ Chicken Factory,Burger,"Wellesley Street East, Toronto",+1 890-461-9042,5
Tr International Bake Shop & Restaurant,Pizza,"Parliament Street, Toronto",+1 637-226-7834,3.2
Little Shmiddy's Hot Meat House,Burger,"Parliament Street, Toronto",+1 992-285-5272,4.5
Tender Trap,chinese,"Parliament Street, Toronto",+1 634-210-3264,4.2
L'avenue on Parliament,indian,"Yonge St, Toronto",+1 785-600-5934,2.5
F'Amelia,Steak,"Amelia Street, Toronto",+1 839-409-2003,4.2
Butter Chicken Factory,indian,"Parliament Street, Toronto",+1 829-720-3512,2
Kinyo,Ramen,"Winchester Street, Toronto",+1 661-489-5197,4.2
Loaded Pierogi,Tacos,"Church Street, Toronto",+1 715-881-4205,4.2
Sang's Great Seafood Restaurant,Salad,"Spadina Avenue, Toronto",+1 927-402-8907,2.8
Bank Bao,vietnamese,"Spadina Avenue, Toronto",+1 709-693-3508,4.8
Crepe Studio Bistro,french,"Bloor St, Toronto",+1 823-480-3362,1.9
Eggsmart,breakfast,"Eglinton Avenue East, Scarborough",+1 759-315-3225,4.6
Fratelli Village Pizzeria,pizza,"Old Kingston Road, Toronto",+1 797-714-3680,1.8
Thai Room,thai,"Yonge St, Toronto",+1 646-320-5239,4.2
Pho Plus,vietnamese,"Bay St, Toronto",+1 657-515-9316,4.8
Flame Food + Design,turkish;burger,"Bloor Street West, Toronto",+1 956-233-7480,4.6
China Cottage,chinese,"King St, Toronto",+1 969-507-3082,3.8
Miyako Sushi,japanese,"Bay St, Toronto",+1 829-238-1727,1.3
Public Kitchen,Falafel,"Spadina Ave, Toronto",+1 998-287-2678,2.3
Tamayan,asian,"Bloor St, Toronto",+1 735-285-6745,4
Swiss Chalet,chicken,"Dufferin Street, North York",+1 813-853-6611,3.6
The Keg,steak_house,"The West Mall, Etobicoke",+1 652-507-1618,1.4
Mandarin,chinese,"Yonge St, Toronto",+1 628-318-6737,3.4
Indraprastha,indian,"Baldwin Street, Toronto",+1 993-944-8423,3
Margarita's Mexican Fiesta,mexican,"Baldwin Street, Toronto",+1 992-990-2538,2.2
Osaka Sushi,japanese,"Bloor Street West, Toronto",+1 811-682-9944,4.5
The Fifth Grill & Terrace,french,"Richmond Street West, Toronto",+1 799-523-6877,2.9
Pho Vietnamese Noodle,vietnamese,"Yonge St, Toronto",+1 999-187-3598,2.1
Crystal Buffet,Pizza,"King St, Toronto",+1 978-669-7935,2.4
Don Don Izakaya,Tacos,"Dundas Street West, Toronto",+1 954-706-3558,1.7
La Chingada,mexican,"Dundas Street West, Toronto",+1 972-110-7693,3.2
Pizzeria Via Mercanti,italian,"Augusta Avenue, Toronto",+1 949-791-4760,1.1
Queen Margherita Pizza,italian_pizza,"Dundas Street West, Toronto",+1 622-675-2776,4
Thai Room,thai;malaysian,"Carlton Street, Toronto",+1 634-972-8281,1.4
Lola's Catering,Pasta,"Bay St, Toronto",+1 631-655-4153,3.5
Comal Y Canela,mexican,"Jane Street, Toronto",+1 967-814-1411,3.7
Donerland,turkish,"Dundas St, Toronto",+1 743-184-4305,1.7
Ola Restaurant,Pasta,"Bloor St, Toronto",+1 670-340-6193,4.2
Bamboo Kitchen,Tacos,"Parliament Street, Toronto",+1 814-673-9352,4.7
Unknown,Salad,"Parliament Street, Toronto",+1 687-984-1416,2.3
Sukho Thai,thai,"Bloor St, Toronto",+1 982-672-3529,2.7
Turtle Pizza & Wing,pizza,"Queen St, Toronto",+1 743-351-6137,3.5
Yummy Gardens,thai,"Victoria Park Avenue, Toronto",+1 690-611-7022,4.5
Carver,Pizza,"Peter Street, Toronto",+1 993-415-8850,3.1
Charminar,indian;biryani;dosa,"Warden Avenue, Toronto",+1 799-288-3032,3.4
Pimentas Grill,portuguese,"College Street, Toronto",+1 836-427-1658,2.8
Kasai Grill House,Salad,"College Street, Toronto",+1 687-355-8482,2.3
Grapefruit Moon,Tacos,"Bathurst Street, Toronto",+1 884-962-7904,2.2
Congee Town,chinese,"Spadina Ave, Toronto",+1 934-912-5646,4.6
Saravanaa Bhavan,indian,"Spadina Ave, Toronto",+1 742-645-6330,2
Gabby's,Burger,"King Street East, Toronto",+1 674-853-3472,2.7
Petit Dejeuner,belgian;canadian,"King Street East, Toronto",+1 776-737-1749,4.9
Hotspot Cafe,Pasta,"King Street East, Toronto",+1 743-308-4483,1.8
Alder & The Sparrow Restaurant & Bar,Salad,"King St, Toronto",+1 807-847-8620,2.2
Dragon Pearl,chinese,"Bloor St, Toronto",+1 819-208-2328,1
紫京盛宴,chinese,"King St, Toronto",+1 893-476-8706,3.7
Tsampa,tibetan,"Queen Street West, Toronto",+1 901-614-1277,1.1
Himalayan Kitchen,asian,"Queen Street West, Toronto",+1 821-225-7802,3.7
Aroma Fine Indian Cuisine,indian,"King Street West, Toronto",+1 694-893-9691,4
Osaka Sushi,sushi,"Bloor St, Toronto",+1 617-492-7117,2
Zorba's,greek,"O'Connor Drive, Toronto",+1 689-196-8558,2.4
Hamaru Sushi,sushi,"Bay St, Toronto",+1 604-804-5491,4.7
Thai one on,thai,"Bloor St, Toronto",+1 740-570-7776,3.5
Caffe Di Portici,italian,"King St, Toronto",+1 802-810-5052,1.8
Casa Manila,filipino,"King St, Toronto",+1 635-322-2065,4.1
Chicken Joy,Pasta,"Bloor St, Toronto",+1 753-707-4710,1.4
Joey,regional,"The West Mall, Toronto",+1 728-450-9824,4.3
National Yacht Club Restaurant,Falafel,"Bloor St, Toronto",+1 638-395-4089,2
Mai Bistro,asian,"Dundas Street West, Toronto",+1 610-963-3767,3.6
Pik Thai,thai,"Roncesvalles Avenue, Toronto",+1 647-249-1786,1.3
Kenzo,japanese,"King St, Toronto",+1 716-405-9987,2.6
New Restaurant,asian,"Queen St, Toronto",+1 618-617-2879,2.7
hanoi 3 seasons,vietnamese,"Queen St, Toronto",+1 756-536-7488,2.2
3 Brewers,burger;pizza;seafood,"King St, Toronto",+1 668-320-3161,4.4
JollyTops,filipino,"Wilson Avenue, Toronto",+1 907-549-3920,3.9
Corks & Plates,Falafel,"Spadina Ave, Toronto",+1 747-108-5794,3.1
Hola,mexican,"Bloor St, Toronto",+1 614-962-9779,3.5
Factory Girl,Falafel,"Bloor St, Toronto",+1 892-192-6232,1.7
Sher-E-Pubjab,indian,"Dundas St, Toronto",+1 727-781-7622,2.6
Pho 88,vietnamese,"Bay St, Toronto",+1 804-241-1368,1.9
Reyna,Steak,"King Street East, Toronto",+1 623-922-8655,1.4
King Deli-Cafe,Pasta,"Spadina Ave, Toronto",+1 943-509-5911,3.7
Hamish's Kitchen,fish_and_chips,"Dundas St, Toronto",+1 608-857-4750,3.6
Sushi Inn,japanese,"Bloor St, Toronto",+1 962-663-1232,2
Yamato,japanese,"Bellair Street, Toronto",+1 613-228-5955,2
sassafraz,Pizza,"Cumberland Street, Toronto",+1 653-415-1856,4.9
Weston Station,BBQ,"King St, Toronto",+1 714-562-1586,2.6
Poons,chinese,"Bay St, Toronto",+1 686-679-7479,1
Chicago Smoke House,Burger,"King St, Toronto",+1 613-458-6823,4.8
Emma's Country Kitchen,brunch,"St. Clair Avenue West, Toronto",+1 948-549-8754,4.4
Local Public Eatery,regional,"East Liberty Street, Toronto",+1 781-690-9935,1.8
School,regional,"Fraser Avenue, Toronto",+1 612-933-8746,2.1
Hemingway's,Burger,"Cumberland Street, Toronto",+1 630-463-7808,2.5
Sushi-Ya Japan,sushi,"Bloor St, Toronto",+1 812-321-5240,3.9
Milestones,bar&grill,"Dixon Road, Toronto",+1 770-975-4550,2.5
Trattoria Taverniti,italian,"College Street, Toronto",+1 955-486-2233,2.4
Nook,Salad,"College St, Toronto",+1 989-160-1491,3.7
The Host Fine Indian Cuisine,indian,"Bay St, Toronto",+1 748-953-9854,2.3
Vivo,pasta;pizza,"Dundas St, Toronto",+1 882-164-4311,1.1
Freshii,salad,"Bloor St, Toronto",+1 870-597-4462,2.8
Sunrise Grill & Crepe,Salad,"Roncesvalles Avenue, Toronto",+1 866-429-4193,4.1
Le Paradis,Falafel,"Bay St, Toronto",+1 777-798-5055,4.2
Amber Restaurant And Bar,international,"Yorkville Avenue, Toronto",+1 774-650-4309,2.8
Caribbean Cuisine,BBQ,"Yonge St, Toronto",+1 663-622-6314,1.6
Thai,Salad,"Bloor St, Toronto",+1 658-213-7347,2.8
The Hogtown Vegan,Tacos,"Bloor Street West, Toronto",+1 849-473-2665,1.7
Krystos Modern Greek Cuisine,greek,"Dufferin Street, Toronto",+1 964-903-7586,4.7
Mexico Lindo,mexican,"Bay St, Toronto",+1 904-780-6971,3.8
The Roti Hut,caribbean,"Pitfield Road, Scarborough",+1 946-817-9986,3.6
Lucky Clover,sports_bar,"Lower Simcoe Street, Toronto",+1 858-131-9867,2
MaMa Chef Korean Restaurant,korean,"Bloor Street West, Toronto",+1 874-759-9421,4.1
JP's Bar & Grill,Pasta,"Spadina Ave, Toronto",+1 652-621-6881,2.2
Asa Sushi,sushi,"Jane Street, Toronto",+1 927-794-6630,1.5
Golden Star Restaurant,chinese,"Spadina Ave, Toronto",+1 908-145-9581,4.9
Kathy's Grill,greek;burger,"Kennedy Road, Toronto",+1 657-846-4073,2.7
70 Down Yorkville,Sushi,"Yonge St, Toronto",+1 692-694-6142,1.5
Jacques Bistro du Parc,french,"Dundas St, Toronto",+1 669-890-9223,4.8
Canyon Creek,steak,"Yonge St, Toronto",+1 807-247-9472,3.8
Anchor Bar,Ramen,"Queen St, Toronto",+1 686-146-2145,3.5
Swiss Chalet,chicken,"Bloor St, Toronto",+1 801-915-1199,3.9
Fox Bistro,Pizza,"Queen St, Toronto",+1 636-518-8330,4.4
Makimono Restaurant,japanese,"Queen St, Toronto",+1 921-197-2890,2.8
Ginko Japanese Cuisine,japanese,"King St, Toronto",+1 640-311-7177,1.3
Perkins,american,"Queen St, Toronto",+1 601-559-7895,3.6
Kiwi Rice & Noodle Bar,thai,"Bay St, Toronto",+1 902-735-9946,1.1
Sarajevo Meat and Grill,Pizza,"Bay St, Toronto",+1 694-660-9402,3.8
Saigon Flower,vietnamese,"Queen Street West, Toronto",+1 821-622-3115,2.8
Queen Star Restaurant,chinese,"Queen Street West, Toronto",+1 827-257-3579,2.7
Mr. Congee Chinese Cuisine,chinese,"Warden Avenue, Scarborough",+1 650-549-2914,4.6
Kenzo Ramen,japanese,"Queen Street West, Toronto",+1 953-367-3459,2.1
Honest Weigth,seafood,"Dundas Street West, Toronto",+1 860-789-1028,1.5
Greek & Co,greek,"Queen Street West, Toronto",+1 781-354-5897,1.6
Oyster Boy,seafood,"Queen Street West, Toronto",+1 849-664-5051,3.2
Le Swan,french,"Queen Street West, Toronto",+1 987-769-4250,4.4
Skyline Restaurant,Pasta,"Queen Street West, Toronto",+1 776-714-4087,3.5
Ali's West Indian Roti Shop,indian,"Queen Street West, Toronto",+1 943-602-6539,4.2
Chabrol,BBQ,"Yorkville Avenue, Toronto",+1 818-345-2004,3.6
Shi Miao Dao Yunnan Rice Noodle,chinese,"Spadina Avenue, Toronto",+1 774-151-8591,2.6
Ajisen Ramen Japanese Noodle,japanese,"Spadina Avenue, Toronto",+1 679-783-4832,3.4
Sam Woo BBQ,chinese,"Bamburgh Circle, Scarborough",+1 985-730-5007,4.6
Maki Momo,sushi,"Bamburgh Circle, Scarborough",+1 648-609-1726,4.9
Good Taste Casserole Rice,chinese,"Bamburgh Circle, Scarborough",+1 883-526-7574,2.2
Jeon Ju Hyang Restaurant,Falafel,"Bamburgh Circle, Scarborough",+1 735-956-1089,1.4
Crown Jewel Fine Dining,Steak,"Bamburgh Circle, Scarborough",+1 925-788-4796,2.8
Jerk King,BBQ,"Yonge St, Toronto",+1 958-938-1718,4.4
Unknown,Pizza,"Bay St, Toronto",+1 924-858-9798,4
Pho Vietnamese Delight,pho,"Yonge Street, North York",+1 899-956-5783,1.1
Oh! Bar,barbecue,"Yonge Street, North York",+1 923-549-4528,3.4
Alpha's Shawarma,middle_eastern,"Queen Street West, Toronto",+1 964-855-7309,1.1
Y not Italian!,italian,"Dundas St, Toronto",+1 846-489-3332,2.7
Xin Jiang Barbeque Restaurant,chinese,"Pharmacy Avenue, Toronto",+1 693-194-3334,4.4
EAT BKK Thai Kitchen,thai,"Yonge Street, Toronto",+1 940-632-6821,4.3
Kinka Izakaya,japanese,"Yonge Street, North York",+1 863-804-1006,4.8
Ghazale,mediterranean,"Bloor Street West, Toronto",+1 952-145-4785,1.5
Top Gun Burger,burger,"Bloor Street West, Toronto",+1 782-384-4477,1.5
New Generation Grill Fusion,japanese,"Bloor Street West, Toronto",+1 689-181-6709,3.4
Japan Sushi,japanese,"Bloor Street West, Toronto",+1 907-312-6922,3
Victory Cafe,italian,"Bloor Street West, Toronto",+1 988-606-1390,3.3
El Furniture Warehouse,Burger,"Bloor Street West, Toronto",+1 674-749-9072,4.3
KOS Cafe and Restaurant,Steak,"Bathurst Street, Toronto",+1 631-908-9209,3.6
Vesta Lunch,Tacos,"Dupont Street, Toronto",+1 979-943-3681,3
Gourmet Malaysia Restaurant,malaysian,"Sheppard Avenue East, Toronto",+1 783-601-1798,3.4
Otto's Berlin Döner,german;kebab,"Augusta Avenue, Toronto",+1 905-338-6027,1.2
Tutti Matti,italian,"Bay St, Toronto",+1 967-771-7657,3.1
Parcae,Pasta,"Dundas St, Toronto",+1 994-498-9251,4.3
Little India,indian,"Queen Street West, Toronto",+1 914-384-1046,4.9
Pegasus Bar & Grill,Ramen,"Bay St, Toronto",+1 680-642-1066,4.6
State & Main,american,"King St, Toronto",+1 832-835-6765,3.5
Sansotei Ramen,ramen;japanese,"Dundas Street West, Toronto",+1 690-461-5935,2
Pool Sides Bar & Grille,bar&grill,"Morningside Avenue, Scarborough",+1 797-151-1131,1.4
Mom and Pops,Pizza,"The Esplanade, Toronto",+1 626-950-9961,3.7
Boardwalk Cafe,Salad,"Bloor St, Toronto",+1 784-481-8506,4.6
The Morning After,Steak,"Fort York Boulevard, Toronto",+1 939-594-1269,2.1
Lalibela Restaurant,ethiopian,"Bloor Street West, Toronto",+1 742-418-2777,2.5
Electric Bill,Ramen,"Bloor Street West, Toronto",+1 887-446-5022,2.4
Green Haven Vegan Restaurant,japanese;asian,"Dundas Street West, Toronto",+1 617-407-6584,2
Planta,Tacos,"Bay Street, Toronto",+1 671-799-6085,4.8
Nuna,Sushi,"Queen Street West, Toronto",+1 843-741-2082,3.3
Poonam Delight,indian,"Danforth Avenue, Toronto",+1 951-360-3208,4.2
C-Block,taiwanese,"Bloor Street West, Toronto",+1 906-467-2113,2
The Korean Kitchen,korean,"Yonge St, Toronto",+1 682-476-1026,5
Japas Oyster Bar,japanese,"King St, Toronto",+1 659-740-8050,4
Hurricanes Roadhouse Restaurant,Salad,"Bloor Street West, Toronto",+1 954-593-3579,3.7
Nazareth Bar,ethiopian,"Bloor Street West, Toronto",+1 745-526-6197,1.1
Eggsmart,breakfast,"Spadina Ave, Toronto",+1 759-348-1492,4.5
Bloor Street Bar & Grill,Tacos,"Bloor Street West, Toronto",+1 977-346-3248,4.2
Cibo,italian,"King Street West, Toronto",+1 749-663-8248,1.9
Canoe Restaurant & Bar,Pizza,"Wellington Street West, Toronto",+1 785-166-4909,3.6
Kerala Kitchen,Sushi,"Spadina Ave, Toronto",+1 624-283-2650,2.5
The Royal Chinese Restaurant,chinese,"Yonge St, Toronto",+1 712-313-4098,2.4
Kapital Resturant and Grill,Ramen,"Bloor St, Toronto",+1 684-414-4746,4.8
Rodeo,brazilian,"Bloor St, Toronto",+1 839-945-3406,1.7
Lucky Shrike,Pizza,"Dundas Street West, Toronto",+1 834-607-1885,2.6
The Caribbean Dutchpot,international,"Queen St, Toronto",+1 835-303-9710,2.1
Off the Hook,fish_and_chips,"Broadview Avenue, Toronto",+1 615-366-2160,1
Marché Mövenpick,Falafel,"Bay Street, Toronto",+1 812-745-2185,3.6
Thai Room Grand,thai,"Dundas Street West, Etobicoke",+1 915-513-2111,4.4
Vindaloo,indian,"King St, Toronto",+1 837-776-5281,3.9
Thai Indeed,thai,"Dundas St, Toronto",+1 852-643-9569,1.5
Don Quixote,portuguese,"Queen St, Toronto",+1 914-467-8766,2.4
Agio Ristorante,Ramen,"Bay St, Toronto",+1 656-351-9311,4.3
Sushi Place,japanese,"Yonge St, Toronto",+1 749-379-2366,1.9
Mizzen - Westin Harbour Castle,american;breakfast,"Yonge St, Toronto",+1 645-561-1003,1.6
Nana's green curry,Pasta,"Bloor St, Toronto",+1 863-975-2895,1.5
The Humber Room,Salad,"Humber College Boulevard, Etobicoke",+1 720-738-9974,1.5
Sakawa Coffee,japanese;comfort_food,"Danforth Avenue, Toronto",+1 819-636-1731,4.3
Mr. Greek,greek,"Spadina Ave, Toronto",+1 693-615-9374,1.5
Lox + Schmear,sandwich,"St. Clair Avenue West, Toronto",+1 721-374-5219,3.4
Mimico Cruising Club Restaurant,Steak,"Queen St, Toronto",+1 815-581-1859,3.6
Fugo desserts,BBQ,"King St, Toronto",+1 708-502-5074,3.1
Senator Restaurant,Pizza,"Victoria Street, Toronto",+1 923-944-5713,1.9
Burritoz Bowlz,BBQ,"Nassau Street, Toronto",+1 610-981-6838,3.3
Mamajoun,armenian;pizza,"Ellesmere Road, Toronto",+1 978-678-4532,3.9
Sugo,italian,"Bloor Street West, Toronto",+1 931-132-3166,4.6
King's Chef Chinese Restaurant,chinese,"Bloor Street West, Toronto",+1 894-617-7908,2.1
Duffy's Diner,Steak,"Bloor Street West, Toronto",+1 822-534-2648,2.2
Mereb Restaurant,turkish,"Bloor Street West, Toronto",+1 921-505-7045,1.6
Kanu Bar & Grill,Falafel,"Bloor Street West, Toronto",+1 620-138-2224,2.3
Tokami Sushi House,sushi,"Bloor Street West, Toronto",+1 921-346-8710,1.1
Cravin Kitchen + Lounge,american,"Dundas Street West, Etobicoke",+1 863-607-2176,1.8
The Shore Club,Sushi,"Wellington Street West, Toronto",+1 818-112-8227,2.8
Grazie Ristorante,italian,"Yonge Street, Toronto",+1 661-149-4596,2.4
Harlem Underground,Pasta,"Queen Street West, Toronto",+1 887-149-1755,3.1
Flo's,Falafel,"Yorkville Avenue, Toronto",+1 842-444-3583,3
Golden Griddle,BBQ,"Carlton Street, Toronto",+1 905-107-9152,1.1
King's Café,Sushi,"Augusta Avenue, Toronto",+1 606-689-6231,1.2
La Bettola Di Terroni,Ramen,"Victoria Street, Toronto",+1 674-533-8633,4.3
Mystic Muffin,Pizza,"Jarvis Street, Toronto",+1 783-288-3576,3.5
Archeo Trattoria,BBQ,"Trinity Street, Toronto",+1 742-999-6826,3
Bindia Indian Bistro,indian,"Market Street, Toronto",+1 992-583-9828,1.1
Jack Astor's,american,"Carlson Court, Toronto",+1 697-791-8281,2.9
Elephant & Castle,Sushi,"Yonge Street, Toronto",+1 901-389-4985,4.9
Fusaro's Italian Kitchen,Steak,"Richmond Street East, Toronto",+1 748-857-4675,2.6
Playa Cabana Cantina,Pizza,"Dundas Street West, Toronto",+1 686-924-9301,1.5
Maiz,latin_american,"Dundas Street West, Toronto",+1 632-335-1266,4.5
Khao San Road,Pasta,"Charlotte Street, Toronto",+1 967-183-4262,3.5
Steam Whistle Brewing,Tacos,"Bremner Boulevard, Toronto",+1 869-100-6454,2.5
The Senator Restaurant,Pizza,"Victoria Street, Toronto",+1 988-545-3850,4.7
Pizza e Pazzi,italian;pizza,"St. Clair Avenue West, Toronto",+1 647-808-8934,1
The Wicket,Steak,"Bloor Street West, Toronto",+1 909-757-2242,2.7
JP Restaurant,american,"Queen St, Toronto",+1 636-678-4026,2.2
BIRDIES Fried Chicken,chicken,"Coxwell Avenue, Toronto",+1 922-380-9017,1.8
Pho-U,asian,"Bay St, Toronto",+1 628-752-2065,2.5
