Name,Food,Street,Phone,Rating
紫京盛宴,chinese,"King St, Toronto",+1 893-476-8706,3.7
Tsampa,tibetan,"Queen St W, Toronto",+1 901-614-1277,1.1
Himalayan Kitchen,asian,"Queen St W, Toronto",+1 821-225-7802,3.7
Aroma Fine Indian Cuisine,indian,"King St W, Toronto",+1 694-893-9691,4.0
Osaka Sushi,sushi,"Bloor St, Toronto",+1 617-492-7117,2.0
Zorba's,greek,"O'Connor Dr, Toronto",+1 689-196-8558,2.4
Hamaru Sushi,sushi,"Bay St, Toronto",+1 604-804-5491,4.7
Thai one on,thai,"Bloor St, Toronto",+1 740-570-7776,3.5
Caffe Di Portici,italian,"King St, Toronto",+1 802-810-5052,1.8
Casa Manila,filipino,"King St, Toronto",+1 635-322-2065,4.1
Chicken Joy,Pasta,"Bloor St, Toronto",+1 753-707-4710,1.4
Joey,regional,"The W Mall, Toronto",+1 728-450-9824,4.3
National Yacht Club Restaurant,Falafel,"Bloor St, Toronto",+1 638-395-4089,2.0
Mai Bistro,asian,"Dundas St W, Toronto",+1 610-963-3767,3.6
Pik Thai,thai,"Roncesvalles Ave, Toronto",+1 647-249-1786,1.3
Kenzo,japanese,"King St, Toronto",+1 716-405-9987,2.6
New Restaurant,asian,"Queen St, Toronto",+1 618-617-2879,2.7
hanoi 3 seasons,vietnamese,"Queen St, Toronto",+1 756-536-7488,2.2
3 Brewers,burger;pizza;seafood,"King St, Toronto",+1 668-320-3161,4.4
JollyTops,filipino,"Wilson Ave, Toronto",+1 907-549-3920,3.9
Corks & Plates,Falafel,"Spadina Ave, Toronto",+1 747-108-5794,3.1
Hola,mexican,"Bloor St, Toronto",+1 614-962-9779,3.5
Factory Girl,Falafel,"Bloor St, Toronto",+1 892-192-6232,1.7
Sher-E-Pubjab,indian,"Dundas St, Toronto",+1 727-781-7622,2.6
Pho 88,vietnamese,"Bay St, Toronto",+1 804-241-1368,1.9
Reyna,Steak,"King St E, Toronto",+1 623-922-8655,1.4
King Deli-Cafe,Pasta,"Spadina Ave, Toronto",+1 943-509-5911,3.7
Hamish's Kitchen,fish_and_chips,"Dundas St, Toronto",+1 608-857-4750,3.6
Sushi Inn,japanese,"Bloor St, Toronto",+1 962-663-1232,2.0
Yamato,japanese,"Bellair St, Toronto",+1 613-228-5955,2.0
sassafraz,Pizza,"Cumberland St, Toronto",+1 653-415-1856,4.9
Weston Station,BBQ,"King St, Toronto",+1 714-562-1586,2.6
Poons,chinese,"Bay St, Toronto",+1 686-679-7479,1.0
Chicago Smoke House,Burger,"King St, Toronto",+1 613-458-6823,4.8
Emma's Country Kitchen,brunch,"St. Clair Ave W, Toronto",+1 948-549-8754,4.4
Local Public Eatery,regional,"E Liberty St, Toronto",+1 781-690-9935,1.8
School,regional,"Fraser Ave, Toronto",+1 612-933-8746,2.1
Hemingway's,Burger,"Cumberland St, Toronto",+1 630-463-7808,2.5
Sushi-Ya Japan,sushi,"Bloor St, Toronto",+1 812-321-5240,3.9
Milestones,bar&grill,"Dixon Rd, Toronto",+1 770-975-4550,2.5
Trattoria Taverniti,italian,"College St, Toronto",+1 955-486-2233,2.4
Nook,Salad,"College St, Toronto",+1 989-160-1491,3.7
The Host Fine Indian Cuisine,indian,"Bay St, Toronto",+1 748-953-9854,2.3
Vivo,pasta;pizza,"Dundas St, Toronto",+1 882-164-4311,1.1
Sunrise Grill & Crepe,Salad,"Roncesvalles Ave, Toronto",+1 866-429-4193,4.1
Le Paradis,Falafel,"Bay St, Toronto",+1 777-798-5055,4.2
Amber Restaurant And Bar,international,"Yorkville Ave, Toronto",+1 774-650-4309,2.8
Caribbean Cuisine,BBQ,"Yonge St, Toronto",+1 663-622-6314,1.6
Thai,Salad,"Bloor St, Toronto",+1 658-213-7347,2.8
The Hogtown Vegan,Tacos,"Bloor St W, Toronto",+1 849-473-2665,1.7
Krystos Modern Greek Cuisine,greek,"Dufferin St, Toronto",+1 964-903-7586,4.7
Mexico Lindo,mexican,"Bay St, Toronto",+1 904-780-6971,3.8
The Roti Hut,caribbean,"Pitfield Rd, Scarborough",+1 946-817-9986,3.6
Lucky Clover,sports_bar,"Lower Simcoe St, Toronto",+1 858-131-9867,2.0
MaMa Chef Korean Restaurant,korean,"Bloor St W, Toronto",+1 874-759-9421,4.1
JP's Bar & Grill,Pasta,"Spadina Ave, Toronto",+1 652-621-6881,2.2
Asa Sushi,sushi,"Jane St, Toronto",+1 927-794-6630,1.5
Golden Star Restaurant,chinese,"Spadina Ave, Toronto",+1 908-145-9581,4.9
Kathy's Grill,greek;burger,"Kennedy Rd, Toronto",+1 657-846-4073,2.7
70 Down Yorkville,Sushi,"Yonge St, Toronto",+1 692-694-6142,1.5
Jacques Bistro du Parc,french,"Dundas St, Toronto",+1 669-890-9223,4.8
Canyon Creek,steak,"Yonge St, Toronto",+1 807-247-9472,3.8
Anchor Bar,Ramen,"Queen St, Toronto",+1 686-146-2145,3.5
Fox Bistro,Pizza,"Queen St, Toronto",+1 636-518-8330,4.4
Makimono Restaurant,japanese,"Queen St, Toronto",+1 921-197-2890,2.8
Ginko Japanese Cuisine,japanese,"King St, Toronto",+1 640-311-7177,1.3
Perkins,american,"Queen St, Toronto",+1 601-559-7895,3.6
Kiwi Rice & Noodle Bar,thai,"Bay St, Toronto",+1 902-735-9946,1.1
Sarajevo Meat and Grill,Pizza,"Bay St, Toronto",+1 694-660-9402,3.8
Saigon Flower,vietnamese,"Queen St W, Toronto",+1 821-622-3115,2.8
Queen Star Restaurant,chinese,"Queen St W, Toronto",+1 827-257-3579,2.7
Mr. Congee Chinese Cuisine,chinese,"Warden Ave, Scarborough",+1 650-549-2914,4.6
Kenzo Ramen,japanese,"Queen St W, Toronto",+1 953-367-3459,2.1
Honest Weigth,seafood,"Dundas St W, Toronto",+1 860-789-1028,1.5
Greek & Co,greek,"Queen St W, Toronto",+1 781-354-5897,1.6
Oyster Boy,seafood,"Queen St W, Toronto",+1 849-664-5051,3.2
Le Swan,french,"Queen St W, Toronto",+1 987-769-4250,4.4
Skyline Restaurant,Pasta,"Queen St W, Toronto",+1 776-714-4087,3.5
Ali's West Indian Roti Shop,indian,"Queen St W, Toronto",+1 943-602-6539,4.2
Chabrol,BBQ,"Yorkville Ave, Toronto",+1 818-345-2004,3.6
Shi Miao Dao Yunnan Rice Noodle,chinese,"Spadina Ave, Toronto",+1 774-151-8591,2.6
Ajisen Ramen Japanese Noodle,japanese,"Spadina Ave, Toronto",+1 679-783-4832,3.4
Sam Woo BBQ,chinese,"Bamburgh Circle, Scarborough",+1 985-730-5007,4.6
Maki Momo,sushi,"Bamburgh Circle, Scarborough",+1 648-609-1726,4.9
Good Taste Casserole Rice,chinese,"Bamburgh Circle, Scarborough",+1 883-526-7574,2.2
Jeon Ju Hyang Restaurant,Falafel,"Bamburgh Circle, Scarborough",+1 735-956-1089,1.4
Crown Jewel Fine Dining,Steak,"Bamburgh Circle, Scarborough",+1 925-788-4796,2.8
Jerk King,BBQ,"Yonge St, Toronto",+1 958-938-1718,4.4
Pho Vietnamese Delight,pho,"Yonge St, N York",+1 899-956-5783,1.1
Oh! Bar,barbecue,"Yonge St, N York",+1 923-549-4528,3.4
Alpha's Shawarma,middle_eastern,"Queen St W, Toronto",+1 964-855-7309,1.1
Y not Italian!,italian,"Dundas St, Toronto",+1 846-489-3332,2.7
Xin Jiang Barbeque Restaurant,chinese,"Pharmacy Ave, Toronto",+1 693-194-3334,4.4
EAT BKK Thai Kitchen,thai,"Yonge St, Toronto",+1 940-632-6821,4.3
Kinka Izakaya,japanese,"Yonge St, N York",+1 863-804-1006,4.8
Ghazale,mediterranean,"Bloor St W, Toronto",+1 952-145-4785,1.5
Top Gun Burger,burger,"Bloor St W, Toronto",+1 782-384-4477,1.5
New Generation Grill Fusion,japanese,"Bloor St W, Toronto",+1 689-181-6709,3.4
Japan Sushi,japanese,"Bloor St W, Toronto",+1 907-312-6922,3.0
Victory Cafe,italian,"Bloor St W, Toronto",+1 988-606-1390,3.3
El Furniture Warehouse,Burger,"Bloor St W, Toronto",+1 674-749-9072,4.3
KOS Cafe and Restaurant,Steak,"Bathurst St, Toronto",+1 631-908-9209,3.6
Vesta Lunch,Tacos,"Dupont St, Toronto",+1 979-943-3681,3.0
Gourmet Malaysia Restaurant,malaysian,"Sheppard Ave E, Toronto",+1 783-601-1798,3.4
Otto's Berlin Döner,german;kebab,"Augusta Ave, Toronto",+1 905-338-6027,1.2
Tutti Matti,italian,"Bay St, Toronto",+1 967-771-7657,3.1
Parcae,Pasta,"Dundas St, Toronto",+1 994-498-9251,4.3
Little India,indian,"Queen St W, Toronto",+1 914-384-1046,4.9
Pegasus Bar & Grill,Ramen,"Bay St, Toronto",+1 680-642-1066,4.6
State & Main,american,"King St, Toronto",+1 832-835-6765,3.5
Sansotei Ramen,ramen;japanese,"Dundas St W, Toronto",+1 690-461-5935,2.0
Pool Sides Bar & Grille,bar&grill,"Morningside Ave, Scarborough",+1 797-151-1131,1.4
Mom and Pops,Pizza,"The Esplanade, Toronto",+1 626-950-9961,3.7
Boardwalk Cafe,Salad,"Bloor St, Toronto",+1 784-481-8506,4.6
The Morning After,Steak,"Fort York Blvd, Toronto",+1 939-594-1269,2.1
Lalibela Restaurant,ethiopian,"Bloor St W, Toronto",+1 742-418-2777,2.5
Electric Bill,Ramen,"Bloor St W, Toronto",+1 887-446-5022,2.4
Green Haven Vegan Restaurant,japanese;asian,"Dundas St W, Toronto",+1 617-407-6584,2.0
Planta,Tacos,"Bay St, Toronto",+1 671-799-6085,4.8
Nuna,Sushi,"Queen St W, Toronto",+1 843-741-2082,3.3
Poonam Delight,indian,"Danforth Ave, Toronto",+1 951-360-3208,4.2
C-Block,taiwanese,"Bloor St W, Toronto",+1 906-467-2113,2.0
The Korean Kitchen,korean,"Yonge St, Toronto",+1 682-476-1026,5.0
Japas Oyster Bar,japanese,"King St, Toronto",+1 659-740-8050,4.0
Hurricanes Roadhouse Restaurant,Salad,"Bloor St W, Toronto",+1 954-593-3579,3.7
Nazareth Bar,ethiopian,"Bloor St W, Toronto",+1 745-526-6197,1.1
Bloor Street Bar & Grill,Tacos,"Bloor St W, Toronto",+1 977-346-3248,4.2
Cibo,italian,"King St W, Toronto",+1 749-663-8248,1.9
Canoe Restaurant & Bar,Pizza,"Wellington St W, Toronto",+1 785-166-4909,3.6
Kerala Kitchen,Sushi,"Spadina Ave, Toronto",+1 624-283-2650,2.5
The Royal Chinese Restaurant,chinese,"Yonge St, Toronto",+1 712-313-4098,2.4
Kapital Resturant and Grill,Ramen,"Bloor St, Toronto",+1 684-414-4746,4.8
Rodeo,brazilian,"Bloor St, Toronto",+1 839-945-3406,1.7
Lucky Shrike,Pizza,"Dundas St W, Toronto",+1 834-607-1885,2.6
The Caribbean Dutchpot,international,"Queen St, Toronto",+1 835-303-9710,2.1
Off the Hook,fish_and_chips,"Broadview Ave, Toronto",+1 615-366-2160,1.0
Marché Mövenpick,Falafel,"Bay St, Toronto",+1 812-745-2185,3.6
Thai Room Grand,thai,"Dundas St W, Etobicoke",+1 915-513-2111,4.4
Vindaloo,indian,"King St, Toronto",+1 837-776-5281,3.9
Thai Indeed,thai,"Dundas St, Toronto",+1 852-643-9569,1.5
Don Quixote,portuguese,"Queen St, Toronto",+1 914-467-8766,2.4
Agio Ristorante,Ramen,"Bay St, Toronto",+1 656-351-9311,4.3
Sushi Place,japanese,"Yonge St, Toronto",+1 749-379-2366,1.9
Mizzen - Westin Harbour Castle,american;breakfast,"Yonge St, Toronto",+1 645-561-1003,1.6
Nana's green curry,Pasta,"Bloor St, Toronto",+1 863-975-2895,1.5
The Humber Room,Salad,"Humber College Blvd, Etobicoke",+1 720-738-9974,1.5
Sakawa Coffee,japanese;comfort_food,"Danforth Ave, Toronto",+1 819-636-1731,4.3
Mr. Greek,greek,"Spadina Ave, Toronto",+1 693-615-9374,1.5
Lox + Schmear,sandwich,"St. Clair Ave W, Toronto",+1 721-374-5219,3.4
Mimico Cruising Club Restaurant,Steak,"Queen St, Toronto",+1 815-581-1859,3.6
Fugo desserts,BBQ,"King St, Toronto",+1 708-502-5074,3.1
Senator Restaurant,Pizza,"Victoria St, Toronto",+1 923-944-5713,1.9
Burritoz Bowlz,BBQ,"Nassau St, Toronto",+1 610-981-6838,3.3
Mamajoun,armenian;pizza,"Ellesmere Rd, Toronto",+1 978-678-4532,3.9
Sugo,italian,"Bloor St W, Toronto",+1 931-132-3166,4.6
King's Chef Chinese Restaurant,chinese,"Bloor St W, Toronto",+1 894-617-7908,2.1
Duffy's Diner,Steak,"Bloor St W, Toronto",+1 822-534-2648,2.2
Mereb Restaurant,turkish,"Bloor St W, Toronto",+1 921-505-7045,1.6
Kanu Bar & Grill,Falafel,"Bloor St W, Toronto",+1 620-138-2224,2.3
Tokami Sushi House,sushi,"Bloor St W, Toronto",+1 921-346-8710,1.1
Cravin Kitchen + Lounge,american,"Dundas St W, Etobicoke",+1 863-607-2176,1.8
The Shore Club,Sushi,"Wellington St W, Toronto",+1 818-112-8227,2.8
Grazie Ristorante,italian,"Yonge St, Toronto",+1 661-149-4596,2.4
Harlem Underground,Pasta,"Queen St W, Toronto",+1 887-149-1755,3.1
Flo's,Falafel,"Yorkville Ave, Toronto",+1 842-444-3583,3.0
Golden Griddle,BBQ,"Carlton St, Toronto",+1 905-107-9152,1.1
King's Café,Sushi,"Augusta Ave, Toronto",+1 606-689-6231,1.2
La Bettola Di Terroni,Ramen,"Victoria St, Toronto",+1 674-533-8633,4.3
Mystic Muffin,Pizza,"Jarvis St, Toronto",+1 783-288-3576,3.5
Archeo Trattoria,BBQ,"Trinity St, Toronto",+1 742-999-6826,3.0
Bindia Indian Bistro,indian,"Market St, Toronto",+1 992-583-9828,1.1
Jack Astor's,american,"Carlson Court, Toronto",+1 697-791-8281,2.9
Elephant & Castle,Sushi,"Yonge St, Toronto",+1 901-389-4985,4.9
Fusaro's Italian Kitchen,Steak,"Richmond St E, Toronto",+1 748-857-4675,2.6
Playa Cabana Cantina,Pizza,"Dundas St W, Toronto",+1 686-924-9301,1.5
Maiz,latin_american,"Dundas St W, Toronto",+1 632-335-1266,4.5
Khao San Road,Pasta,"Charlotte St, Toronto",+1 967-183-4262,3.5
Steam Whistle Brewing,Tacos,"Bremner Blvd, Toronto",+1 869-100-6454,2.5
The Senator Restaurant,Pizza,"Victoria St, Toronto",+1 988-545-3850,4.7
Pizza e Pazzi,italian;pizza,"St. Clair Ave W, Toronto",+1 647-808-8934,1.0
The Wicket,Steak,"Bloor St W, Toronto",+1 909-757-2242,2.7
JP Restaurant,american,"Queen St, Toronto",+1 636-678-4026,2.2
BIRDIES Fried Chicken,chicken,"Coxwell Ave, Toronto",+1 922-380-9017,1.8
Pho-U,asian,"Bay St, Toronto",+1 628-752-2065,2.5
Q Bar & Grill,Burger,"Spadina Ave, Toronto",+1 817-460-9095,1.3
Jerk Paradise,Steak,"Gerrard St E, Toronto",+1 687-774-3408,4.8
420 Smokehouse,Pizza,"Queen St, Toronto",+1 950-138-3060,1.2
The Local Gest,Pizza,"Queen St, Toronto",+1 889-294-9677,2.5
Chennai Masala Cafe,Burger,"Parliament St, Toronto",+1 974-977-3491,2.4
China Gourmet,Tacos,"Carlton St, Toronto",+1 788-514-7351,5.0
Kub Khao Thai Eatery,thai,"College St, Toronto",+1 933-508-9908,3.1
Phở Hưng,vietnamese,"Spadina Ave, Toronto",+1 697-867-5828,3.9
Nijo Sushi,sushi,"Dundas St, Toronto",+1 727-759-9360,2.3
Dim Sum King,chinese,"College St, Toronto",+1 900-579-7072,3.6
I Love Sushi,sushi,"Queen St W, Toronto",+1 712-846-1729,3.2
Roti Mahal,Tacos,"Queen St W, Toronto",+1 603-587-6619,3.4
Arepa Cafe,Ramen,"Queen St W, Toronto",+1 600-268-2722,4.7
La Palette,Tacos,"Queen St W, Toronto",+1 923-650-3237,1.5
Pat's Homestyle Jamaican Restaurant,Ramen,"Queen St W, Toronto",+1 954-333-4738,4.9
Saku,Tacos,"Queen St W, Toronto",+1 703-614-2328,3.6
DeMen Bistro,vietnamese,"Queen St W, Toronto",+1 864-132-4076,4.7
New Treasure Restaurant,chinese,"Dundas St W, Toronto",+1 656-418-7045,4.8
King's Tacos,mexican,"St. Clair Ave W, Toronto",+1 861-437-3907,1.5
Rang Dang Pho,vietnamese,"St. Clair Ave W, Toronto",+1 612-617-4488,3.2
scottybons,caribbean,"Bloor St W, Toronto",+1 699-241-7346,2.9
By the Way,BBQ,"King St, Toronto",+1 958-618-5298,1.4
FiGO,Falafel,"Dundas St, Toronto",+1 606-375-3539,2.0
Montecito,Sushi,"College St, Toronto",+1 691-862-8417,2.8
Mildred’s Temple Kitchen,Salad,"Hanna Ave, Toronto",+1 960-843-7590,3.0
Nama Sushi,sushi,"St. Clair Ave W, Toronto",+1 615-212-5163,3.6
The Rushton,Salad,"St. Clair Ave W, Toronto",+1 739-763-2823,3.4
Domino's,Salad,"King St, Toronto",+1 854-627-1073,4.4
Congee Queen,chinese,"Sheppard Ave E, Scarborough",+1 780-348-3490,3.3
Fortune House Restaurant,chinese,"Birchmount Rd, Scarborough",+1 634-209-9056,3.4
Hunter's Pizza & Souvlaki House,greek,"Birchmount Rd, Scarborough",+1 884-896-7154,1.1
Rosie Eatery,Sushi,"King St, Toronto",+1 946-860-9455,1.4
Tutto Pronto,italian,"Yonge St, Toronto",+1 983-852-5350,4.7
Safari Bar and Grill,Burger,"King St, Toronto",+1 990-729-5829,2.4
Kibo Sushi,sushi,"Spadina Ave, Toronto",+1 956-305-3656,3.2
Barrio Fiesta,Tacos,"Dundas St, Toronto",+1 709-363-8571,1.1
Sorsi E Morsi Trattoria,Burger,"Spadina Ave, Toronto",+1 776-305-5188,2.6
Toji Sushi,japanese,"Dundas St W, Toronto",+1 948-394-1665,1.7
Ikkoi,japanese,"Dundas St W, Toronto",+1 837-182-4556,4.0
Mashengligong 麻省理功,Salad,"King St, Toronto",+1 769-735-4142,2.3
Baozi Lin,Pizza,"Finch Ave E, Toronto",+1 806-335-3275,4.1
Flaming Kitchen,Sushi,"Midland Ave, Toronto",+1 819-855-7221,2.2
Aroma Delight Palace,Falafel,"Midland Ave, Toronto",+1 960-401-7834,2.5
Yuloudong,Sushi,"Bloor St, Toronto",+1 959-734-8283,3.8
North East BBQ,BBQ,"Finch Ave E, Toronto",+1 717-164-1859,3.8
Pho Vietnam Family Restaurant,Sushi,"Dundas St, Toronto",+1 884-642-4782,4.7
Kung Fu Duck,Sushi,"Midland Ave, Toronto",+1 916-825-2164,2.0
Qing Feng Bun,Salad,"Midland Ave, Toronto",+1 854-775-5708,4.2
Yunnan Steam Fish Pot Restaurant,Salad,"Midland Ave, Toronto",+1 708-217-7788,3.8
Wingporium | Leaside Sports Bar,canadian,"Eglinton Ave E, E York",+1 816-332-9737,3.1
Dizzy Dingo Bar and Grill,Pizza,"Dundas St, Toronto",+1 959-996-2499,2.8
Banh Cuon Thanh Truc Vietnamese Restaurant,vietnamese,"Queen St, Toronto",+1 728-808-9161,4.2
Biggers Restaurant,Sushi,"Yonge St, Toronto",+1 658-556-7904,1.1
Pho Son,vietnamese,"Bay St, Toronto",+1 602-890-6830,2.0
O Tome Bar & Grill,Tacos,"Bloor St, Toronto",+1 993-505-6950,2.0
Bairrada Churrasqueira,portuguese,"Yonge St, Toronto",+1 808-843-2421,4.2
Hollandaise Diner,breakfast,"Danforth Ave, Toronto",+1 787-700-3078,2.7
La Palma,Falafel,"King St, Toronto",+1 865-654-9685,2.3
Mexi-Taco,Pizza,"Bloor St, Toronto",+1 636-222-2639,3.3
Lavelle,french,"King St W, Toronto",+1 691-662-4906,2.7
Encore Hakka,chinese,"Bay St, Toronto",+1 656-709-7252,2.6
Piccola Citta,Falafel,"Queen St, Toronto",+1 874-307-7405,2.6
Wild Wing,chicken,"King St W, Toronto",+1 964-646-1103,2.0
Coco Rice,thai,"King St W, Toronto",+1 898-520-5494,1.9
Unnamed Restaurant,Burger,"Dovercourt Rd, Toronto",+1 600-574-9479,3.0
Frankie's Diner,american,"Queen St W, Toronto",+1 701-410-2653,1.6
Hughzies Lakeside Brasserie,australian,"Brighton Ave, Toronto",+1 770-986-3657,2.1
Toronthai,thai,"King St, Toronto",+1 919-252-1858,1.1
Dragon Sky,chinese,"Bay St, Toronto",+1 815-482-8486,4.3
Nabo's Restaurant and Bar,Steak,"College St, Toronto",+1 837-905-3759,1.5
Mashu Mashu,japanese,"Spadina Ave, Toronto",+1 864-269-4930,3.6
Zaffan,Falafel,"Yonge St, Toronto",+1 899-293-9276,1.2
Tasty BBQ Seafood Restaurant,Burger,"Don Mills Rd, Toronto",+1 690-940-8257,3.1
Mizuki Sushi,sushi,"Queen St, Toronto",+1 618-267-9490,3.3
Congee Delight,Ramen,"Yonge St, Toronto",+1 703-654-1059,4.6
Fuwa Fuwa Japanese Pancakes,Steak,"Bloor St W, Toronto",+1 842-402-2329,4.8
Oretta,BBQ,"King St W, Toronto",+1 652-488-7061,4.9
My Meatball Place,Steak,"King St W, Toronto",+1 612-820-9633,1.8
Sizzler Kabab,pakistani;indian,"King St W, Toronto",+1 687-663-5843,2.5
Bamboo Buddha,Falafel,"King St W, Toronto",+1 644-227-6844,4.8
Freshii,salad,"King St W, Toronto",+1 898-562-1227,2.4
Han's Stir Fry & BBQ,Ramen,"Spadina Ave, Toronto",+1 735-839-8019,2.3
Pho Tien Thanh,vietnamese,"Ossington Ave, Toronto",+1 990-820-1714,1.8
Maker Pizza,pizza,"Cameron St, Toronto",+1 717-875-9284,4.6
Golden Turtle,vietnamese,"Ossington Ave, Toronto",+1 633-180-7435,2.4
Fonda Lola,mexican,"Queen St W, Toronto",+1 773-576-6821,2.1
Osteria Du,Burger,"Queen St W, Toronto",+1 940-875-3670,3.7
Nando's,chicken;portuguese,"William Kitchen Rd, Toronto",+1 676-813-9504,2.7
Affy's Premium Grill,steak_house,"Lebovic Ave, Toronto",+1 704-363-3013,3.8
Spicy & Delicious,chinese,"Yonge St, N York",+1 738-582-5342,2.4
Pho OK,vietnamese,"Yonge St, N York",+1 941-607-8450,2.6
4AM Bar & Lounge,lounge;korean;bar,"Yonge St, N York",+1 921-609-1341,4.0
Kimchi House,asian,"Bloor St, Toronto",+1 649-728-9837,3.0
Hancook,asian,"Bloor St, Toronto",+1 888-655-2340,3.2
Her Chef,Falafel,"Bloor St W, Toronto",+1 965-452-8583,2.6
Miku,Burger,"Bay St, Toronto",+1 965-747-7459,2.0
Amigo's Latin Flavour,Falafel,"College St, Toronto",+1 788-142-9740,4.1
Gangnam Sushi,japanese,"College St, Toronto",+1 901-883-6132,1.5
Spring Chicken House,chinese,"Bay St, Toronto",+1 819-892-5746,2.9
Yonge Sushi,japanese;sushi,"Yonge St, N York",+1 625-158-8104,2.5
Wildfire Steakhouse & Wine Bar,steak_house,"Yonge St, N York",+1 864-509-3317,1.5
Shoushin,japanese;sushi,"Yonge St, Toronto",+1 801-235-6257,3.2
Golden Gate,african,"Spadina Ave, Toronto",+1 861-276-7046,2.3
The Spice Village,Tacos,"Dundas St, Toronto",+1 620-610-4383,2.4
Banu,persian,"Queen St W, Toronto",+1 961-613-5192,3.9
Drake One Fifty,Tacos,"Bay St, Toronto",+1 671-985-4311,2.3
Gus Tacos,tacos,"Augusta Ave, Toronto",+1 942-574-8737,2.0
Eative Film Cafe,Tacos,"Augusta Ave, Toronto",+1 962-569-5245,2.1
ugly delicious,burger,"Baldwin St, Toronto",+1 616-156-5794,2.7
Kim Vo Vietnamese Restaurant,vietnamese,"King St, Toronto",+1 651-749-4976,5.0
The Emerson Restaurant,Ramen,"Bloor St W, Toronto",+1 726-276-4066,4.0
Mean Bao,Steak,"Carlaw Ave, Toronto",+1 985-708-9400,1.0
Little Jerry,Falafel,"College St, Toronto",+1 810-375-4180,1.9
Istanbul Shawarma,Salad,"College St, Toronto",+1 817-352-4879,3.0
Ramen Isshin,ramen,"College St, Toronto",+1 785-451-3427,1.1
Pizzeria Libretto,Pasta,"College St, Toronto",+1 601-350-9852,3.2
Little Imbiss Hot Food Counter,german;meat;polish;hungarian,"Birchmount Rd, Toronto",+1 813-110-4060,1.5
Mong-Kat Thai Gold,Sushi,"Danforth Ave, Toronto",+1 755-446-2628,2.9
Tapp’s Bar and Restaurant,chicken;burger;american,"Danforth Ave, Toronto",+1 679-143-1316,3.0
The Grand,indian,"Queen St W, Toronto",+1 895-506-7440,4.1
Sukhothai,Burger,"Dundas St W, Toronto",+1 992-884-9415,4.3
The Roux,creole,"Dundas St W, Toronto",+1 600-135-2066,3.4
GB Hand-Pulled Noodles,chinese,"Gerrard St E, Toronto",+1 665-869-9153,3.0
No Bull Burgers,Sushi,"Kingston Rd, Toronto",+1 914-928-5147,2.7
Salt Wine Bar,Salad,"Ossington Ave, Toronto",+1 736-561-4341,4.0
Union,Pasta,"Ossington Ave, Toronto",+1 840-758-4133,3.9
Spark Espresso and Fresh Bar,Tacos,"Ossington Ave, Toronto",+1 669-169-9779,4.9
OMAW,Falafel,"Ossington Ave, Toronto",+1 744-122-9255,4.4
Eastside Social,Salad,"Queen St E, Toronto",+1 695-259-3222,4.4
Sauvignon Bistro,Burger,"Queen St E, Toronto",+1 798-378-2426,3.7
Delina Restaurant,Pasta,"Queen St E, Toronto",+1 875-485-7638,1.4
Amo's,Tacos,"Queen St E, Toronto",+1 684-103-9386,3.9
The Peasant Table,Burger,"Queen St E, Toronto",+1 676-573-8280,1.3
EAT BKK,thai,"Queen St E, Toronto",+1 619-273-4901,1.8
Skin + Bones,Tacos,"Queen St E, Toronto",+1 628-125-4656,1.3
Jimbu Himalayan,nepalese,"Queen St W, Toronto",+1 778-326-3297,4.3
Shangrila Tibetan & Asian Cuisine,asian,"Queen St W, Toronto",+1 871-635-6438,1.5
Stacked,breakfast,"Queen St W, Toronto",+1 687-344-3575,3.3
Pokito,hawaiian;poke,"Queen St W, Toronto",+1 675-247-1441,1.6
Lisa Marie,Falafel,"Queen St W, Toronto",+1 914-681-9551,4.2
La Hacienda Restaurant,Steak,"Queen St W, Toronto",+1 802-876-8868,4.6
The Monkey Bar & Grill,Sushi,"Yonge St, Toronto",+1 814-646-5437,2.4
Le Sélect Bistro,french,"Wellington St W, Toronto",+1 958-858-5201,3.2
Freshii,salad,"Wellesley St W, Toronto",+1 763-546-3886,3.0
Sea Witch Fish and Chips,fish_and_chips,"St. Clair Ave W, Toronto",+1 794-630-9494,1.4
Senso Restaurant & Bar,turkish,"St. Clair Ave W, Toronto",+1 735-947-5840,2.9
Marcello's Pizzeria,pizza,"St. Clair Ave W, Toronto",+1 897-692-5180,4.0
Dil Se,indian,"Roncesvalles Ave, Toronto",+1 625-138-7643,1.1
Sud Forno,italian,"Yonge St, Toronto",+1 854-583-6967,1.4
Arbequina,Pizza,"Roncesvalles Ave, Toronto",+1 625-950-5715,4.2
The Ace,Burger,"Roncesvalles Ave, Toronto",+1 778-245-8307,1.4
